component_type,component_id,slack_variable_name,slack_variable_value
gen,43,pmax_slack,0.00148
gen,32,pmax_slack,0.00078
gen,10,pmax_slack,0.0004
gen,60,pmax_slack,0.00166
gen,20,pmax_slack,0.04203
gen,57,pmax_slack,0.0005
gen,46,pmax_slack,0.00148
gen,52,pmax_slack,0.00061
gen,16,pmax_slack,0.00185
gen,35,pmax_slack,0.00087
gen,45,pmax_slack,0.00096
gen,50,pmax_slack,0.00176
gen,18,pmax_slack,0.0061
gen,59,pmax_slack,0.00549
gen,28,pmax_slack,0.00374
gen,25,pmax_slack,0.0008
gen,63,pmax_slack,0.00605
gen,41,pmax_slack,0.00059
gen,53,pmax_slack,0.00149
gen,37,pmax_slack,0.00091
gen,42,pmax_slack,0.00106
gen,19,pmax_slack,0.00371
gen,6,pmax_slack,0.00422
gen,44,pmax_slack,0.00051
gen,54,pmax_slack,0.00138
gen,12,pmax_slack,11.36168
gen,36,pmax_slack,0.00112
gen,48,pmax_slack,0.00289
gen,68,pmax_slack,0.00025
gen,23,pmax_slack,0.00202
gen,7,pmax_slack,0.00044
gen,31,pmax_slack,0.00558
gen,39,pmax_slack,0.00078
gen,17,pmax_slack,0.00067
gen,21,pmax_slack,0.0045
gen,8,pmax_slack,0.0009
gen,34,pmax_slack,0.00082
gen,55,pmax_slack,0.00041
gen,15,pmax_slack,0.00078
gen,38,pmax_slack,0.00101
gen,51,pmax_slack,0.0012
gen,58,pmax_slack,0.001
gen,62,pmax_slack,0.00491
gen,11,pmax_slack,2.7542
gen,30,pmax_slack,0.00086
gen,56,pmax_slack,0.00197
gen,27,pmax_slack,0.01882
gen,47,pmax_slack,0.0017
gen,61,pmax_slack,0.00052
gen,49,pmax_slack,0.00171
gen,29,pmax_slack,0.00279
gen,9,pmax_slack,0.00024
gen,33,pmax_slack,0.00071
gen,40,pmax_slack,0.00131
gen,69,pmax_slack,0.00012
gen,64,pmax_slack,0.01387
gen,26,pmax_slack,0.0023
branch,112,raf_s,1.62301
branch,43,raf_s,0.00114
branch,283,raf_s,0.00055
branch,127,raf_s,0.00138
branch,80,raf_s,0.00176
branch,111,raf_s,0.0009
branch,394,raf_s,0.00852
branch,224,raf_s,0.01102
branch,231,raf_s,0.00186
branch,345,raf_s,0.0013
branch,397,raf_s,0.00629
branch,253,raf_s,0.00027
branch,374,raf_s,0.0036
branch,403,raf_s,0.00774
branch,405,raf_s,0.00292
branch,212,raf_s,0.00093
branch,59,raf_s,0.00374
branch,379,raf_s,0.00039
branch,216,raf_s,0.00504
branch,322,raf_s,0.00533
branch,197,raf_s,0.00107
branch,97,raf_s,0.00093
branch,79,raf_s,0.00307
branch,188,raf_s,0.00204
branch,292,raf_s,0.00106
branch,372,raf_s,0.00202
branch,289,raf_s,0.00016
branch,359,raf_s,0.00427
branch,87,raf_s,0.0009
branch,327,raf_s,0.00044
branch,399,raf_s,0.00484
branch,181,raf_s,0.00224
branch,329,raf_s,0.00112
branch,356,raf_s,0.00056
branch,162,raf_s,0.00109
branch,393,raf_s,0.00649
branch,402,raf_s,0.00424
branch,331,raf_s,0.00064
branch,174,raf_s,0.00415
branch,103,raf_s,0.00066
branch,229,raf_s,0.00135
branch,198,raf_s,0.0043
branch,276,raf_s,0.00097
branch,251,raf_s,0.00013
branch,129,raf_s,0.00306
branch,330,raf_s,0.00039
