component_type,component_id,slack_variable_name,slack_variable_value
gen,17,pmin_slack,0.00017
gen,17,pmax_slack,0.00039
gen,21,pmin_slack,5.0e-5
gen,21,pmax_slack,5.0e-5
gen,29,pmin_slack,3.0e-5
gen,29,pmax_slack,3.0e-5
gen,8,pmin_slack,0.00016
gen,8,pmax_slack,0.00035
gen,9,pmin_slack,0.00659
gen,10,pmin_slack,1.78177
gen,10,pmax_slack,0.00013
gen,20,pmin_slack,6.0e-5
gen,20,pmax_slack,8.0e-5
gen,1,pmin_slack,0.00014
gen,1,pmax_slack,6.0e-5
gen,19,pmin_slack,5.0e-5
gen,19,pmax_slack,5.0e-5
gen,3,pmin_slack,7.0e-5
gen,3,pmax_slack,0.00016
gen,6,pmin_slack,8.0e-5
gen,6,pmax_slack,0.00019
gen,12,pmin_slack,3.0e-5
gen,12,pmax_slack,3.0e-5
gen,16,pmin_slack,7.0e-5
gen,16,pmax_slack,9.0e-5
gen,15,pmin_slack,0.00013
gen,24,pmin_slack,0.00015
gen,22,pmin_slack,0.00016
gen,22,pmax_slack,0.00026
gen,2,pmin_slack,0.0001
gen,2,pmax_slack,7.0e-5
gen,18,pmin_slack,0.00023
gen,18,pmax_slack,0.00064
gen,13,pmin_slack,6.0e-5
gen,13,pmax_slack,0.00013
gen,11,pmin_slack,2.0e-5
gen,11,pmax_slack,2.0e-5
gen,4,pmin_slack,6.0e-5
gen,28,pmin_slack,6.0e-5
gen,28,pmax_slack,0.00013
gen,25,pmin_slack,9.0e-5
gen,25,pmax_slack,0.00012
gen,23,pmin_slack,6.0e-5
gen,23,pmax_slack,8.0e-5
gen,5,pmin_slack,7.0e-5
gen,5,pmax_slack,0.00012
gen,7,pmin_slack,4.0e-5
gen,7,pmax_slack,8.0e-5
gen,27,pmin_slack,0.0001
gen,27,pmax_slack,0.00015
gen,26,pmin_slack,7.0e-5
gen,26,pmax_slack,0.00012
branch,32,raf_s,7.0e-5
branch,127,raf_s,0.00014
branch,80,raf_s,4.0e-5
branch,111,raf_s,0.11391
branch,20,raf_s,0.00018
branch,224,raf_s,3.0e-5
branch,3,raf_s,6.0e-5
branch,231,raf_s,4.0e-5
branch,35,raf_s,3.0e-5
branch,253,raf_s,4.0e-5
branch,212,raf_s,8.0e-5
branch,59,raf_s,4.0e-5
branch,216,raf_s,9.19591
branch,4,raf_s,0.0001
branch,197,raf_s,0.00011
branch,176,raf_s,9.0e-5
branch,97,raf_s,3.0e-5
branch,79,raf_s,7.0e-5
branch,188,raf_s,0.00016
branch,87,raf_s,2.0e-5
branch,181,raf_s,0.00012
branch,168,raf_s,4.0e-5
branch,103,raf_s,0.00021
branch,229,raf_s,0.00011
branch,198,raf_s,0.00019
branch,17,raf_s,0.00018
branch,251,raf_s,3.0e-5
branch,129,raf_s,0.00045
branch,55,raf_s,3.0e-5
branch,81,raf_s,3.0e-5
branch,94,raf_s,4.0e-5
branch,88,raf_s,3.0e-5
branch,140,raf_s,0.00012
branch,136,raf_s,8.0e-5
branch,100,raf_s,5.0e-5
branch,51,raf_s,4.0e-5
branch,58,raf_s,3.0e-5
branch,250,raf_s,2.0e-5
branch,260,raf_s,4.0e-5
branch,93,raf_s,4.0e-5
branch,142,raf_s,5.0e-5
branch,126,raf_s,5.0e-5
branch,204,raf_s,5.0e-5
branch,14,raf_s,8.0e-5
branch,154,raf_s,9.0e-5
branch,49,raf_s,0.00017
branch,9,raf_s,0.0001
branch,139,raf_s,0.00014
branch,69,raf_s,4.0e-5
branch,78,raf_s,3.0e-5
branch,245,raf_s,8.0e-5
branch,239,raf_s,4.0e-5
branch,222,raf_s,0.00011
branch,221,raf_s,0.00011
branch,167,raf_s,6.0e-5
branch,259,raf_s,5.0e-5
branch,122,raf_s,5.0e-5
branch,119,raf_s,4.0e-5
branch,237,raf_s,0.00013
