component_type,component_id,slack_variable_name,slack_variable_value
gen,127,pmax_slack,0.01431
gen,129,pmax_slack,0.03371
gen,136,pmax_slack,0.00314
gen,74,pmax_slack,0.00674
gen,132,pmax_slack,0.02301
gen,131,pmax_slack,0.06011
gen,134,pmin_slack,0.00253
gen,145,pmax_slack,0.04847
gen,5,pmax_slack,0.03468
gen,15,pmax_slack,0.00737
gen,22,pmax_slack,0.01304
gen,130,pmax_slack,0.26958
gen,128,pmax_slack,0.00934
gen,143,pmax_slack,0.05883
gen,210,pmin_slack,2.0e-5
branch,478,raf_s,0.08821
branch,747,raf_s,0.00632
branch,305,raf_s,0.00019
branch,749,raf_s,0.00041
branch,388,raf_s,1.15596
branch,387,raf_s,1.17268
branch,313,raf_s,0.04517
branch,215,raf_s,2.21927
branch,13,raf_s,0.03101
branch,375,raf_s,0.90837
branch,37,raf_s,0.02445
branch,489,raf_s,0.08511
branch,376,raf_s,1.16108
branch,12,raf_s,0.14101
